Spatial_frequency,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10,Run_11,Run_12,Run_13,Run_14,Run_15,Run_16,Run_17,Run_18,Run_19,Run_20
3.58E+01,4.66E-17,,,,,,,,,,,,,,,,,,,
3.58E+01,5.50E-17,,,,,,,,,,,,,,,,,,,
3.58E+01,9.68E-18,,,,,,,,,,,,,,,,,,,
3.58E+01,2.21E-17,,,,,,,,,,,,,,,,,,,
3.58E+01,6.51E-17,,,,,,,,,,,,,,,,,,,
3.58E+01,2.15E-17,,,,,,,,,,,,,,,,,,,
3.59E+01,2.70E-17,,,,,,,,,,,,,,,,,,,
3.59E+01,4.22E-17,,,,,,,,,,,,,,,,,,,
3.59E+01,3.65E-17,,,,,,,,,,,,,,,,,,,
3.59E+01,3.72E-17,,,,,,,,,,,,,,,,,,,
3.59E+01,2.65E-17,,,,,,,,,,,,,,,,,,,
3.59E+01,3.55E-17,,,,,,,,,,,,,,,,,,,
3.59E+01,2.67E-17,,,,,,,,,,,,,,,,,,,
3.60E+01,1.55E-17,,,,,,,,,,,,,,,,,,,
3.60E+01,1.27E-17,,,,,,,,,,,,,,,,,,,
3.60E+01,2.89E-17,,,,,,,,,,,,,,,,,,,
3.60E+01,2.45E-17,,,,,,,,,,,,,,,,,,,
3.60E+01,2.51E-17,,,,,,,,,,,,,,,,,,,
3.60E+01,5.64E-17,,,,,,,,,,,,,,,,,,,
3.60E+01,5.75E-17,,,,,,,,,,,,,,,,,,,
3.61E+01,1.15E-17,,,,,,,,,,,,,,,,,,,
3.61E+01,1.74E-17,,,,,,,,,,,,,,,,,,,
3.61E+01,1.25E-17,,,,,,,,,,,,,,,,,,,
3.61E+01,2.54E-17,,,,,,,,,,,,,,,,,,,
3.61E+01,3.63E-17,,,,,,,,,,,,,,,,,,,
3.61E+01,1.41E-17,,,,,,,,,,,,,,,,,,,
3.61E+01,4.00E-17,,,,,,,,,,,,,,,,,,,
3.62E+01,2.52E-17,,,,,,,,,,,,,,,,,,,
3.62E+01,1.74E-17,,,,,,,,,,,,,,,,,,,
3.62E+01,4.17E-17,,,,,,,,,,,,,,,,,,,
3.62E+01,5.68E-17,,,,,,,,,,,,,,,,,,,
3.62E+01,1.27E-17,,,,,,,,,,,,,,,,,,,
3.62E+01,3.15E-17,,,,,,,,,,,,,,,,,,,
3.62E+01,3.12E-17,,,,,,,,,,,,,,,,,,,
3.63E+01,3.64E-17,,,,,,,,,,,,,,,,,,,
3.63E+01,5.71E-17,,,,,,,,,,,,,,,,,,,
3.63E+01,1.66E-17,,,,,,,,,,,,,,,,,,,
3.63E+01,2.80E-17,,,,,,,,,,,,,,,,,,,
3.63E+01,4.98E-17,,,,,,,,,,,,,,,,,,,
3.63E+01,2.78E-17,,,,,,,,,,,,,,,,,,,
3.63E+01,4.30E-17,,,,,,,,,,,,,,,,,,,
3.64E+01,3.84E-17,,,,,,,,,,,,,,,,,,,
3.64E+01,2.54E-17,,,,,,,,,,,,,,,,,,,
3.64E+01,4.51E-17,,,,,,,,,,,,,,,,,,,
3.64E+01,6.51E-18,,,,,,,,,,,,,,,,,,,
3.64E+01,7.26E-17,,,,,,,,,,,,,,,,,,,
3.64E+01,4.35E-17,,,,,,,,,,,,,,,,,,,
3.64E+01,5.44E-17,,,,,,,,,,,,,,,,,,,
3.65E+01,5.20E-17,,,,,,,,,,,,,,,,,,,
3.65E+01,2.48E-17,,,,,,,,,,,,,,,,,,,
3.65E+01,4.88E-17,,,,,,,,,,,,,,,,,,,
3.65E+01,4.65E-17,,,,,,,,,,,,,,,,,,,
3.65E+01,3.74E-17,,,,,,,,,,,,,,,,,,,
3.65E+01,1.06E-17,,,,,,,,,,,,,,,,,,,
3.65E+01,1.30E-17,,,,,,,,,,,,,,,,,,,
3.66E+01,4.22E-17,,,,,,,,,,,,,,,,,,,
3.66E+01,4.06E-17,,,,,,,,,,,,,,,,,,,
3.66E+01,4.83E-17,,,,,,,,,,,,,,,,,,,
3.66E+01,5.69E-17,,,,,,,,,,,,,,,,,,,
3.66E+01,4.09E-17,,,,,,,,,,,,,,,,,,,
3.66E+01,6.64E-17,,,,,,,,,,,,,,,,,,,
3.66E+01,1.67E-17,,,,,,,,,,,,,,,,,,,
3.67E+01,2.50E-17,,,,,,,,,,,,,,,,,,,
3.67E+01,1.01E-17,,,,,,,,,,,,,,,,,,,
3.67E+01,2.52E-17,,,,,,,,,,,,,,,,,,,
3.67E+01,2.88E-17,,,,,,,,,,,,,,,,,,,
3.67E+01,3.20E-17,,,,,,,,,,,,,,,,,,,
3.67E+01,3.11E-17,,,,,,,,,,,,,,,,,,,
3.67E+01,3.06E-17,,,,,,,,,,,,,,,,,,,
3.68E+01,3.73E-17,,,,,,,,,,,,,,,,,,,
3.68E+01,3.53E-17,,,,,,,,,,,,,,,,,,,
3.68E+01,4.72E-17,,,,,,,,,,,,,,,,,,,
3.68E+01,4.24E-17,,,,,,,,,,,,,,,,,,,
3.68E+01,4.36E-17,,,,,,,,,,,,,,,,,,,
3.68E+01,4.54E-17,,,,,,,,,,,,,,,,,,,
3.68E+01,1.79E-17,,,,,,,,,,,,,,,,,,,
3.69E+01,1.10E-17,,,,,,,,,,,,,,,,,,,
3.69E+01,3.81E-18,,,,,,,,,,,,,,,,,,,
3.69E+01,2.10E-18,,,,,,,,,,,,,,,,,,,
3.69E+01,6.02E-17,,,,,,,,,,,,,,,,,,,
3.69E+01,8.76E-17,,,,,,,,,,,,,,,,,,,
3.69E+01,6.91E-17,,,,,,,,,,,,,,,,,,,
3.69E+01,9.51E-17,,,,,,,,,,,,,,,,,,,
3.70E+01,3.81E-17,,,,,,,,,,,,,,,,,,,
3.70E+01,2.80E-17,,,,,,,,,,,,,,,,,,,
3.70E+01,1.30E-17,,,,,,,,,,,,,,,,,,,
3.70E+01,3.95E-17,,,,,,,,,,,,,,,,,,,
3.70E+01,4.53E-17,,,,,,,,,,,,,,,,,,,
3.70E+01,3.99E-17,,,,,,,,,,,,,,,,,,,
3.70E+01,1.89E-17,,,,,,,,,,,,,,,,,,,
3.71E+01,1.15E-16,,,,,,,,,,,,,,,,,,,
3.71E+01,2.42E-17,,,,,,,,,,,,,,,,,,,
3.71E+01,9.95E-18,,,,,,,,,,,,,,,,,,,
3.71E+01,9.62E-17,,,,,,,,,,,,,,,,,,,
3.71E+01,4.69E-17,,,,,,,,,,,,,,,,,,,
3.71E+01,4.68E-17,,,,,,,,,,,,,,,,,,,
3.71E+01,4.27E-17,,,,,,,,,,,,,,,,,,,
3.72E+01,1.78E-17,,,,,,,,,,,,,,,,,,,
3.72E+01,5.60E-17,,,,,,,,,,,,,,,,,,,
3.72E+01,5.90E-17,,,,,,,,,,,,,,,,,,,
3.72E+01,4.74E-17,,,,,,,,,,,,,,,,,,,
3.72E+01,5.23E-17,,,,,,,,,,,,,,,,,,,
3.72E+01,2.07E-18,,,,,,,,,,,,,,,,,,,
3.72E+01,2.73E-17,,,,,,,,,,,,,,,,,,,
3.73E+01,4.99E-17,,,,,,,,,,,,,,,,,,,
3.73E+01,9.83E-17,,,,,,,,,,,,,,,,,,,
3.73E+01,9.53E-17,,,,,,,,,,,,,,,,,,,
3.73E+01,9.22E-17,,,,,,,,,,,,,,,,,,,
3.73E+01,1.14E-17,,,,,,,,,,,,,,,,,,,
3.73E+01,3.09E-17,,,,,,,,,,,,,,,,,,,
3.73E+01,9.19E-17,,,,,,,,,,,,,,,,,,,
3.74E+01,9.74E-17,,,,,,,,,,,,,,,,,,,
3.74E+01,7.60E-17,,,,,,,,,,,,,,,,,,,
3.74E+01,9.43E-17,,,,,,,,,,,,,,,,,,,
3.74E+01,9.20E-17,,,,,,,,,,,,,,,,,,,
3.74E+01,1.85E-16,,,,,,,,,,,,,,,,,,,
3.74E+01,1.85E-16,,,,,,,,,,,,,,,,,,,
3.74E+01,2.08E-17,,,,,,,,,,,,,,,,,,,
3.75E+01,9.26E-17,,,,,,,,,,,,,,,,,,,
3.75E+01,9.24E-17,,,,,,,,,,,,,,,,,,,
3.75E+01,9.31E-17,,,,,,,,,,,,,,,,,,,
3.75E+01,1.84E-16,,,,,,,,,,,,,,,,,,,
3.75E+01,2.07E-17,,,,,,,,,,,,,,,,,,,
3.75E+01,2.60E-17,,,,,,,,,,,,,,,,,,,
3.75E+01,1.94E-17,,,,,,,,,,,,,,,,,,,
3.76E+01,9.19E-17,,,,,,,,,,,,,,,,,,,
3.76E+01,1.24E-17,,,,,,,,,,,,,,,,,,,
3.76E+01,1.85E-16,,,,,,,,,,,,,,,,,,,
3.76E+01,1.86E-16,,,,,,,,,,,,,,,,,,,
3.76E+01,1.85E-16,,,,,,,,,,,,,,,,,,,
3.76E+01,1.84E-16,,,,,,,,,,,,,,,,,,,
3.76E+01,1.98E-19,,,,,,,,,,,,,,,,,,,
3.77E+01,1.84E-16,,,,,,,,,,,,,,,,,,,
3.77E+01,3.16E-18,,,,,,,,,,,,,,,,,,,
3.77E+01,2.35E-17,,,,,,,,,,,,,,,,,,,
3.77E+01,1.84E-16,,,,,,,,,,,,,,,,,,,
